id,page,x0,y0,x1,y1,text,label_interest
b000001,1,619.1724853515625,1235.0400390625,628.4187622070312,1266.0406494140625,AIR INLET,
b000002,1,830.6124877929688,1235.0400390625,839.8587646484375,1266.0406494140625,AIR INLET,
b000003,1,920.1325073242188,1235.0400390625,929.3787841796875,1266.0406494140625,AIR INLET,
b000004,1,455.9457702636719,1062.9599609375,460.0250549316406,1080.0853271484375,AIR FLOW,
b000005,1,412.2657775878906,873.5999755859375,416.3450622558594,890.7252807617188,AIR FLOW,
b000006,1,433.44000244140625,1000.9219360351562,478.4572448730469,1007.8807373046875,COOLING COIL,
b000007,1,438.7200012207031,1131.9619140625,483.6125793457031,1138.920654296875,FINAL FILTERS,
b000008,1,441.6000061035156,1113.48193359375,475.0321350097656,1120.440673828125,(2) SUPPLY,
b000009,1,397.67999267578125,1008.1219482421875,513.2616577148438,1015.0807495117188,(6)  50 UV (6)  50 UV (6)  50 UV,
b000010,1,439.9200134277344,963.241943359375,480.2523193359375,970.2007446289062,PRE-FILTERS,
b000011,1,399.1199951171875,818.5219116210938,433.51959228515625,825.480712890625,0-8000 CFM,
b000012,1,341.2799987792969,833.574951171875,358.1266784667969,837.6542358398438,AIR FLOW,
b000013,1,327.3599853515625,949.2549438476562,344.2066650390625,953.334228515625,AIR FLOW,
b000014,1,400.32000732421875,922.4419555664062,426.896728515625,943.3207397460938,32X32 MANUAL DAMPER,
b000015,1,478.55999755859375,926.5219116210938,515.80224609375,954.6007690429688,48X72 OPENING IN FLOOR W/ GRATING,
b000016,1,438.9599914550781,1048.9219970703125,476.4516296386719,1055.8807373046875,STEAM COIL,
b000017,1,349.9200134277344,967.0819091796875,373.15386962890625,981.000732421875,R/L FAN W/ BDD,
b000018,1,1685.25244140625,1235.0400390625,1694.4986572265625,1266.0406494140625,AIR INLET,
b000019,1,1896.6925048828125,1235.0400390625,1905.938720703125,1266.0406494140625,AIR INLET,
b000020,1,1986.2125244140625,1235.0400390625,1995.458740234375,1266.0406494140625,AIR INLET,
b000021,1,134.39999389648438,1373.3316650390625,329.6134948730469,1390.744873046875,KNOCKOUT WALL TYPES:,
b000022,1,142.0800018310547,1423.754150390625,320.37750244140625,1446.3553466796875,CMU KNOCKOUT PANEL REVEAL FOR FUTURE OPENING A,
b000023,1,136.8000030517578,1391.951904296875,285.7362976074219,1413.7152099609375,FOR ADDITIONAL INFORMATION SEE DETAIL #/A9.4.#,
